title,contentsid,type_value,type_label,address,roadaddress,postcode,phoneno,latitude,longitude,region1cd_value,region1cd_label,region2cd_value,region2cd_label,photoid,imgpath,thumbnailpath,introduction,alltags,tag
다인오세아노 호텔,CNTS_200000000007237,c3,숙박,제주특별자치도 제주시 애월읍 고내리 84,제주특별자치도 제주시 애월읍 애월해안로 394,,064-799-2605,33.4724976,126.3505747,region1,제주시,12,애월,2018052302540,https://api.cdn.visitjeju.net/photomng/imgpath/201807/17/288244b9-e3a1-45dd-a757-3b4a77eba6e7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/17/55e67d0c-d348-405f-a19e-cbecf32a15ee.jpg,애월의 바다가 한눈에 내려다보이는 곳이다.,"호텔,숙소,공공와이파이존,수영장,주차장,양식레스토랑,조식,오션뷰호텔,관광호텔,무장애관광,무료 WIFI,카드결제,엘리베이터,흡연구역,공용주차장,영어,장애인 화장실,승강기,장애인 전용 주차장,4성급","호텔,숙소,공공와이파이존,수영장,주차장,양식레스토랑,조식,오션뷰호텔,관광호텔,무장애관광"
제주코기네,CNTS_000000000019838,c3,숙박,제주특별자치도 제주시 조천읍 조천리 2964-3,제주특별자치도 제주시 조천읍 조함해안로 76-34,63331,0507-1407-5211,33.543762,126.639786,region1,제주시,15,조천,6372,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/73c3da1a-db7e-4cd6-889b-da18a7b3cb94.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2f6eb7eb-8b1b-4dd4-beee-a45b494e5bc6.png,"제주바다가 보이는 오직 한팀만을 위한 독채형 민박, 애견동반가능","휴식,숙소,주차장,공공와이파이존,반려동물보호소,독채,민박,돌담길,돌집,수영장,반려동물동반입장,반려동물,반려동물동반_숙소,공용주차장,현금결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,주차장,공공와이파이존,반려동물보호소,독채,민박,돌담길,돌집,수영장,반려동물동반입장,반려동물,반려동물동반_숙소"
늘송파크텔,CONT_000000000500821,c3,숙박,제주특별자치도 제주시 노형동 905-13,제주특별자치도 제주시 원노형5길 22,,064-749-3303,33.4875793,126.4832153,region1,제주시,11,제주시내,21246,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f42aa667-4520-4ee7-90ea-b4a56261513f.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e4754848-539e-4795-b7b3-d0c26e57092b.gif,"공항과 인접하며, 시내중심지에 위치한 제주도 호텔","어린이,일반숙박,숙소,온돌방,공항,한국관광품질인증업소,무장애관광,우수관광사업체,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,승강기,아주 어려움,우수관광사업체","어린이,일반숙박,숙소,온돌방,공항,한국관광품질인증업소,무장애관광,우수관광사업체"
동산나라펜션,CNTS_000000000019682,c3,숙박,제주특별자치도 서귀포시 대포동 2185-1,제주특별자치도 서귀포시 이어도로 164,,064-738-3535,33.2392371,126.4393518,region2,서귀포시,21,서귀포시내,6066,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7939028e-fb7b-4026-b73a-96905de1c81e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/891a547f-e6a4-412c-a932-56afb9102e16.jpg,여러 명소들과 접근성이 좋은 교통의 요지에 위치한 펜션,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","휴식,숙소,휴양펜션,펜션,해변,산책로,바비큐,공공와이파이존,자연경관,중문관광단지,농어촌민박"
간드락게스트하우스,CONT_000000000500782,c3,숙박,제주특별자치도 제주시 아라이동 1371-5,제주특별자치도 제주시 간월동로 12,,064-742-8402,33.4853213,126.5439807,region1,제주시,11,제주시내,20871,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/91f5e76c-241b-42c0-8457-3f5503b3d694.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c60cbab3-2508-4f1c-b52c-4229b81885e2.jpg,홈스테이 스타일의 친구집 같은 편안한 게스트하우스,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설","휴식,게스트하우스,숙소,조식 포함,단체여행객,공공와이파이존,바비큐,공항,카페,주차장,교통"
대명리조트 제주,CNTS_000000000000592,c3,숙박,제주특별자치도 제주시 조천읍 함덕리 274,제주특별자치도 제주시 조천읍 신북로 577,63333,-1588-4888,33.541286,126.671486,region1,제주시,15,조천,37,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6876e4b4-9af3-4d7b-83ed-3aff9e2eb390.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/98d3f295-506f-44e8-8998-5205a279b797.jpg,함덕해수욕장 앞 자연과 하나되는 쉼터,"리조트,숙소,휴양콘도,주차장,대명리조트,부대시설,조식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점","리조트,숙소,휴양콘도,주차장,대명리조트,부대시설,조식"
마레보 리조트,CNTS_000000000000596,c3,숙박,제주특별자치도 제주시 애월읍 고내리 41,제주특별자치도 제주시 애월읍 신엄안3길 135,63046,064-799-2088,33.47147,126.35424,region1,제주시,12,애월,70,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/176011cd-a6f1-496e-bed5-9da3e77f7a42.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/96f0bc51-8615-4488-a69c-ce01824b025f.jpg,애월바다를 마주보는 언덕에 위치한 리조트,"리조트,숙소,4성급호텔,수영장,휴양콘도,해안도로,조식,바비큐,가족,가족호텔,공용주차장,카드결제,편의점","리조트,숙소,4성급호텔,수영장,휴양콘도,해안도로,조식,바비큐,가족,가족호텔"
호텔 리젠트마린,CNTS_000000000000610,c3,숙박,제주특별자치도 제주시 건입동 1443,제주특별자치도 제주시 서부두2길 20,63276,064-717-5000,33.517624,126.52711,region1,제주시,11,제주시내,108,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f23a5705-d0de-4ee9-ad44-0e387649595d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/732af6f2-d951-4f35-82d3-04b58c4b528a.jpg,"제주 탑동 광장 앞, 제주 최대의 횟집 단지인 '서부두 명품횟집거리'옆에 위치한 호텔","호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장,공용주차장,카드결제,무료 WIFI,편의점","호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장"
샤모니리조트,CNTS_000000000000665,c3,숙박,제주특별자치도 서귀포시 강정동 1545,제주특별자치도 서귀포시 중산간서로 68,63556,064-739-1200,33.263313,126.504395,region2,서귀포시,21,서귀포시내,220,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d5b7b01d-bc05-4c67-ae8c-f81c25840a92.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d05dfb79-e715-49dc-80bb-ff2a88644a1b.jpg,한라산을 등지고 서귀포 앞바다를 바라보면 자리한 가족&단체형 리조트,"유스호스텔,숙소,리조트,휴양콘도,단체여행객,주차장,공공와이파이존,매점,가족,공용주차장","유스호스텔,숙소,리조트,휴양콘도,단체여행객,주차장,공공와이파이존,매점,가족"
동원호텔,CNTS_000000000000674,c3,숙박,제주특별자치도 서귀포시 서귀동 685,제주특별자치도 서귀포시 솔동산로10번길 45,63596,064-732-8701,33.240833,126.562675,region2,서귀포시,21,서귀포시내,255,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7aa83a41-971c-4617-a623-eeebc4b21639.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7a4b3fe-dffc-4041-b56b-bbd8ca978244.jpg,서귀포시 관광 미항에 위치하고 있는 가족형 리조트,"호텔,숙소,리조트,서귀포,가족,휴양콘도,수상레저,낚시,주차장,공공와이파이존,부대시설,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","호텔,숙소,리조트,서귀포,가족,휴양콘도,수상레저,낚시,주차장,공공와이파이존,부대시설"
WE호텔 제주,CNTS_000000000018091,c3,숙박,제주도 서귀포시 회수동 30,"제주도 서귀포시 1100로 453-95(회수동, 위호텔)",,064-730-1200,33.286217,126.44427,region2,서귀포시,21,서귀포시내,2019022614183,https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/9bc678d4-77fc-4a2f-8e74-e2272ccac643.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202305/22/b6143dc0-5dc7-43b7-b732-8eaf2c8e8bcf.jpg,WE호텔의 5성 서비스와 함께 WE병원의 헬스케어 서비스를 제공하며 모든 투숙객에게 웰니스 프로그램을 무료로 제공,"호텔,5성급호텔,숙소,수영장,공공와이파이존,양식레스토랑,주차장,관광호텔,럭셔리트래블인제주,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,쉬움,5성급","호텔,5성급호텔,숙소,수영장,공공와이파이존,양식레스토랑,주차장,관광호텔,럭셔리트래블인제주,무장애관광"
베니키아 아이진호텔,CNTS_000000000018097,c3,숙박,제주특별자치도 제주시 연동 306-14,제주특별자치도 제주시 신대로22길 4 (연동),,064-745-0700,33.482468,126.49488,region1,제주시,11,제주시내,938,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d63417d0-e844-41d7-bfa2-95ebc4135a4d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8b19be92-06c1-4016-8797-30239c21f481.jpg,"시내 중심에 위치, 환상적인 제주 시내를 한눈에 바라볼 수 있다.","호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,청각장애인 접근성,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,쉬움","호텔,숙소,공공와이파이존,양식레스토랑,주차장,무장애여행,편의시설,관광호텔,무장애관광"
신라호텔제주,CNTS_000000000018141,c3,숙박,제주도 서귀포시 색달동 3039-3,제주도 서귀포시 중문관광로 72번길 75,,064-735-5114,33.24756,126.40812,region2,서귀포시,24,중문,1146,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cef0caa7-9732-46d7-a094-664a50e3fed8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a241f8c2-96be-4e68-a5e3-94013927be92.jpg,"파스텔 톤의 인테리어, 세계 유명 작가들의 예술작품과 아열대 정원이 어우러진 리조트 호텔","최고급,VIP,중문,신라,중문관광단지,5성급호텔,숙소,게스트하우스,호텔,공공와이파이존,양식레스토랑,수영장,주차장,발렛파킹,관광호텔,럭셔리트래블인제주,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,장애인 전용 객실,쉬움","최고급,VIP,중문,신라,중문관광단지,5성급호텔,숙소,게스트하우스,호텔,공공와이파이존,양식레스토랑,수영장,주차장,발렛파킹,관광호텔,럭셔리트래블인제주,무장애관광"
스위트호텔 제주,CNTS_000000000018142,c3,숙박,제주특별자치도 서귀포시 색달동 2812-10,제주특별자치도 서귀포시 중문관광로72번길 67,,064-738-3800,33.249291,126.4082711,region2,서귀포시,24,중문,1159,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8789b68a-aea8-447e-9c7f-43c25c9139b6.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fa9d9c0f-e2ef-4ea3-8cf9-35500137c334.gif,중문관광단지 내에 위치한 휴양형 리조트,"호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,양식레스토랑,수영장,주차장,관광호텔,럭셔리트래블인제주,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움","호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,양식레스토랑,수영장,주차장,관광호텔,럭셔리트래블인제주,무장애관광"
라마다프라자 제주호텔,CNTS_000000000018143,c3,숙박,제주특별자치도 제주시 삼도이동 1254,제주특별자치도 제주시 탑동로 66,,064-729-8100,33.5185924,126.5175016,region1,제주시,11,제주시내,2019022554714,https://api.cdn.visitjeju.net/photomng/imgpath/201904/26/c858a734-9f81-4e53-8a44-a26a471a8a18.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/26/f6e9f92f-1465-472d-9497-34c7c435a8f4.jpg,언제 어디서나 바다가 보이는 풍경 호텔. ,"호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,주차장,자연경관,해변,수영장,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,쉬움","호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,주차장,자연경관,해변,수영장,관광호텔,럭셔리트래블인제주,무장애관광"
제주썬호텔&카지노,CNTS_000000000018144,c3,숙박,제주특별자치도 제주시 연동 291-30,제주특별자치도 제주시 삼무로 67,,064-741-8333,33.4901102,126.494027,region1,제주시,11,제주시내,1190,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2fa4d218-d139-45e6-bd49-88d0f30dde26.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9c19ae4a-6edc-48cd-991c-0c623384c1ee.gif,제주시내 중심가에 위치한 고품격 휴식처,"호텔,숙소,게스트하우스,5성급호텔,공공와이파이존,양식레스토랑,주차장,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,승강기,어려움","호텔,숙소,게스트하우스,5성급호텔,공공와이파이존,양식레스토랑,주차장,관광호텔,무장애관광"
제주부영호텔엔리조트,CNTS_000000000018150,c3,숙박,제주특별자치도 서귀포시 중문동 2700-3,제주특별자치도 서귀포시 중문관광로 222,,064-731-5500,33.2412366,126.424492,region2,서귀포시,24,중문,1197,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/89767dbc-b464-47ea-877d-01923d0cbcf4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c099710e-693b-4524-b94a-4c3e45ed057c.jpg,중문관광단지에 위치한 제주지역 최대의 컨벤션 호텔,"호텔,숙소,게스트하우스,리조트,5성급호텔,수영장,자연경관,해변,카페,식당,관광호텔,럭셔리트래블인제주,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 객실,쉬움","호텔,숙소,게스트하우스,리조트,5성급호텔,수영장,자연경관,해변,카페,식당,관광호텔,럭셔리트래블인제주,무장애관광"
퍼시픽호텔,CNTS_000000000018155,c3,숙박,제주특별자치도 제주시 용담일동 159-1,제주특별자치도 제주시 서사로 20,,064-758-2500,33.5106545,126.5191158,region1,제주시,11,제주시내,1257,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5f2192ae-6b6c-4e5f-86d5-a130472442df.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bcd34de9-3d48-4f2a-8a13-4e658f3df2ad.gif,공항과 가까운 용담에 위치한 특급호텔 퍼시픽호텔입니다.,"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,주차장,환전,공항,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,어려움","호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,주차장,환전,공항,관광호텔,무장애관광"
씨에스호텔앤리조트,CNTS_000000000018159,c3,숙박,제주특별자치도 서귀포시 중문동 2563-1,제주특별자치도 서귀포시 중문관광로 198,63547,064-735-3000,33.242905,126.42043,region2,서귀포시,24,중문,2019022601051,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/d55d3866-e86b-4d9a-98e2-50d623052986.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/9cb9d282-0877-450c-b263-516d91c5afe1.jpg,현대와 전통이 어우러진 단독 별장형 객실 호텔앤리조트,"호텔,5성급호텔,숙소,리조트,자연경관,해변,공공와이파이존,양식레스토랑,주차장,정원,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움","호텔,5성급호텔,숙소,리조트,자연경관,해변,공공와이파이존,양식레스토랑,주차장,정원,안전여행스탬프,럭셔리트래블인제주"
씨엘블루호텔,CNTS_000000000018171,c3,숙박,제주특별자치도 제주시 용담삼동 2555,제주특별자치도 제주시 서해안로 368-3,,064-727-5888,33.5115153,126.4849504,region1,제주시,11,제주시내,1393,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9bd2775d-0d93-4e3a-97f3-9db7369ecda7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8c2f5faf-e972-440f-abf4-0e1512411fda.jpg,제주국제공항에서 약 15분 거리에 위치한 호텔,"호텔,숙소,공공와이파이존,주차장,비즈니스센터,엘리베이터,공항,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,아주 어려움","호텔,숙소,공공와이파이존,주차장,비즈니스센터,엘리베이터,공항,무장애관광"
씨앤관광호텔,CNTS_000000000018172,c3,숙박,제주특별자치도 제주시 내도동 15-1,제주특별자치도 제주시 일주서로 7490,,064-711-7400,33.4936717,126.447018,region1,제주시,11,제주시내,1403,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a899b952-1622-46e7-890a-88f6172ee34a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e81f17df-16ff-4a38-8d07-1fa4d2902c8a.jpg,"제주 공항 15분 거리, 이호해수욕장 도보 10분 거리에 위치한 호텔","호텔,숙소,공공와이파이존,수상레저,자연경관,해변,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,어려움","호텔,숙소,공공와이파이존,수상레저,자연경관,해변,관광호텔,무장애관광"
갤럭시호텔 제주,CNTS_000000000018180,c3,숙박,제주특별자치도 제주시 용담일동 183-2,제주특별자치도 제주시 남성로 33,,064-750-3355,33.5031446,126.512649,region1,제주시,11,제주시내,1442,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ce552add-6c0e-4f5f-9052-00ce74d39ee4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/92d31a7f-ebf7-49dd-b2af-4399ea435310.jpg,제주시내 교통이 편리한 호텔,"호텔,숙소,양식레스토랑,수영장,엘리베이터,공항,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,장애인 전용 객실,쉬움","호텔,숙소,양식레스토랑,수영장,엘리베이터,공항,관광호텔,무장애관광"
제주로얄호텔,CNTS_000000000018190,c3,숙박,제주특별자치도 제주시 연동 272-34,제주특별자치도 제주시 신대로12길 45,63124,064-743-2222,33.488495,126.49175,region1,제주시,11,제주시내,1494,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d86597d6-36d8-4704-ac29-78377ffa04f5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/44788878-79ae-4e26-a0d9-a8a15b42aac6.jpg,안락한 휴식을 제공하는 제주로얄호텔,"공공와이파이존,주차장,양식레스토랑,환전,호텔,숙소,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","공공와이파이존,주차장,양식레스토랑,환전,호텔,숙소,관광호텔"
골든파크호텔,CNTS_000000000018203,c3,숙박,제주시 오라1동 2442-5번지,제주특별자치도 제주시 서광로2길 9,,064-752-5821,33.499233,126.51305,region1,제주시,11,제주시내,2019022601073,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/1da68ff7-c11c-4286-9276-fd4c6bf38d90.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/4830504b-ef0d-4936-bd88-f2e85d9c7bcd.jpg,제주국제공항과 제주시외버스터미널 근처에 위치한 숙박업소,"호텔,숙소,어린이,공항,공공와이파이존,가족,관광호텔,안전여행스탬프,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,공용주차장,장애인 화장실,승강기,아주 어려움,1성급,동반불가능,유료제공,전체금연,인터넷,조식식당,있음,운행안함","호텔,숙소,어린이,공항,공공와이파이존,가족,관광호텔,안전여행스탬프,무장애관광"
금호리조트제주,CNTS_000000000018215,c3,숙박,제주특별자치도 서귀포시 남원읍 남원리 2390,제주특별자치도 서귀포시 남원읍 태위로 522-12,63620,064-766-8000,33.272964,126.70148,region2,서귀포시,25,남원,1626,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8b4aca02-e27f-4d5b-a7cc-da6675abb215.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/058c0664-698f-45a8-9f06-d984c84934b9.jpg,바다와 한라산 전망을 동시에 누리는 Seaside Resort,"리조트,숙소,휴양콘도,주차장,자연경관,온돌방,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,어려움","리조트,숙소,휴양콘도,주차장,자연경관,온돌방,무장애관광"
가까이에파도소리,CNTS_000000000018232,c3,숙박,제주도 제주시 외도이동 1972-1,제주도 제주시 외도2동 연대마을길 44,,064-743-7436,33.494858,126.42495,region1,제주시,11,제주시내,1704,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a0a082d6-786f-43a5-b8d7-3761690155e1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/31eb7290-c157-4e17-bbc8-2dcc77d40347.jpg,가까이서 들리는 파도소리와 함께 낭만을 즐길 수 있는 바닷가 예쁜 집,"펜션,숙소,휴양펜션,공항,자연경관,해변,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,숙소,휴양펜션,공항,자연경관,해변,공공와이파이존"
캠핑트리펜션,CNTS_000000000018236,c3,숙박,제주특별자치도 제주시 애월읍 고성리 697,제주특별자치도 제주시 애월읍 광상로 115,,064-799-7998,33.4108019,126.433164,region1,제주시,12,애월,2019022578882,https://api.cdn.visitjeju.net/photomng/imgpath/202104/22/8cb47436-067c-4be0-bd7f-d8aecd9b8b27.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202104/22/1727d58d-3165-4268-9451-b41690d5242e.jpg,애월읍에 위치한 자연이 숨쉬는 통나무 펜션,"펜션,공용주차장,현금결제,카드결제,아주 어려움,풀장,바베큐장,글램핑, 노래방, 모닥불, 개별주차공간 등","펜션,숙소,휴양펜션,캠핑,언택트,글램핑,캠핑장,야영장,독채,민박,수영장,노래방,바비큐"
몽마르뜨펜션,CNTS_000000000018265,c3,숙박,제주도 제주시 애월읍 고내리 91-8,제주도 제주시 애월읍 애월해안로 384-23,,064-799-2100,33.47103,126.35061,region1,제주시,12,애월,1814,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/33e907cf-abef-4e04-b419-c6d66ca26e83.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/10feb870-a313-4b05-9ce1-73d19f3ca527.jpg,하귀해안도로 근방에 위치한 전 객실 바다전망인 프로방스풍 펜션,"펜션,숙소,휴양펜션,해변,산책로,해안도로,바비큐,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,장애인 전용 주차장,아주 어려움","펜션,숙소,휴양펜션,해변,산책로,해안도로,바비큐,무장애관광"
난드르통나무집,CNTS_000000000018279,c3,숙박,제주특별자치도 서귀포시 안덕면 창천리 901-5,제주특별자치도 서귀포시 안덕면 대평로 36,,064-738-3393,33.237087,126.3639164,region2,서귀포시,23,안덕,1866,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bc3a0e51-d22a-4b03-9b74-f01a0bc913fe.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8becb506-d442-4832-9a04-4d637003d519.jpg,친환경 난드르통나무집,"펜션,숙소,민박,휴양펜션,통나무집민박,주차장,독채,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설","펜션,숙소,민박,휴양펜션,통나무집민박,주차장,독채,농어촌민박"
초,CNTS_000000000018410,c3,숙박,제주특별자치도 서귀포시 성산읍 신천리 904,제주특별자치도 서귀포시 성산읍 풍천로27번길 33-3,,010-5345-7339,33.34581,126.849236,region2,서귀포시,17,성산,2682,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f0bdb7dd-f8f2-470d-9e52-6044645f16ab.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7f96b356-f883-4627-8180-0b9c8e9e2f1e.jpeg,성산읍 신천리에 위치한 Book store & Vacation 컨셉의 렌탈하우스,"민박,숙소,농어촌민박,고향민박,주차장,공공와이파이존,독채,돌집,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설","민박,숙소,농어촌민박,고향민박,주차장,공공와이파이존,독채,돌집"
제주락,CNTS_000000000018423,c3,숙박,제주특별자치도 서귀포시 법환동 1540,제주특별자치도 서귀포시 월드컵로 203,63573,010-8765-1828,33.231606,126.50631,region2,서귀포시,21,서귀포시내,2771,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c59d687e-2bf1-4b19-bf6d-aafc3e5d6e63.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/97709b75-c452-4b81-81c2-04fe605737b5.jpg,범섬이 정면으로 보이고 올레길을 끼고 있는 펜션,"펜션,숙소,휴양펜션,자연경관,해변,조식,돌담길,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움","펜션,숙소,휴양펜션,자연경관,해변,조식,돌담길"
